Threshold,Accuracy,Balanced Accuracy,Precision,Recall/Sensitivity,Specificity,NPV,F1-macro,ROC-AUC,Brier score
0.9450000000000001,0.25,0.5,0.0,0.0,1.0,0.25,0.2,0.875,0.20014339554667712
0.9500000000000001,0.25,0.5,0.0,0.0,1.0,0.25,0.2,0.875,0.20014339554667712
0.9550000000000001,0.25,0.5,0.0,0.0,1.0,0.25,0.2,0.875,0.20014339554667712
0.96,0.25,0.5,0.0,0.0,1.0,0.25,0.2,0.875,0.20014339554667712
0.965,0.25,0.5,0.0,0.0,1.0,0.25,0.2,0.875,0.20014339554667712
0.97,0.25,0.5,0.0,0.0,1.0,0.25,0.2,0.875,0.20014339554667712
0.975,0.25,0.5,0.0,0.0,1.0,0.25,0.2,0.875,0.20014339554667712
0.98,0.25,0.5,0.0,0.0,1.0,0.25,0.2,0.875,0.20014339554667712
0.985,0.25,0.5,0.0,0.0,1.0,0.25,0.2,0.875,0.20014339554667712
0.99,0.25,0.5,0.0,0.0,1.0,0.25,0.2,0.875,0.20014339554667712
0.995,0.25,0.5,0.0,0.0,1.0,0.25,0.2,0.875,0.20014339554667712
1.0,0.25,0.5,0.0,0.0,1.0,0.25,0.2,0.875,0.20014339554667712
